epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601655854626,2020-10-02T12.24.14.626,23.850,0.018,0.071,-1.051
1601655854637,2020-10-02T12.24.14.637,23.861,0.017,0.073,-1.043
1601655854647,2020-10-02T12.24.14.647,23.871,0.017,0.073,-1.042
1601655854656,2020-10-02T12.24.14.656,23.880,0.019,0.073,-1.044
1601655854666,2020-10-02T12.24.14.666,23.890,0.020,0.080,-1.047
1601655854676,2020-10-02T12.24.14.676,23.900,0.022,0.078,-1.041
1601655854686,2020-10-02T12.24.14.686,23.910,0.020,0.073,-1.037
1601655854697,2020-10-02T12.24.14.697,23.921,0.016,0.072,-1.042
1601655854705,2020-10-02T12.24.14.705,23.929,0.022,0.071,-1.044
1601655854716,2020-10-02T12.24.14.716,23.940,0.029,0.077,-1.045
1601655854726,2020-10-02T12.24.14.726,23.950,0.030,0.079,-1.056
1601655854736,2020-10-02T12.24.14.736,23.960,0.024,0.079,-1.070
1601655854745,2020-10-02T12.24.14.745,23.969,0.020,0.077,-1.058
1601655854755,2020-10-02T12.24.14.755,23.979,0.015,0.074,-1.046
1601655854765,2020-10-02T12.24.14.765,23.989,0.010,0.073,-1.033
1601655854776,2020-10-02T12.24.14.776,24.000,0.006,0.073,-1.031
1601655854786,2020-10-02T12.24.14.786,24.010,0.013,0.069,-1.034
1601655854795,2020-10-02T12.24.14.795,24.019,0.011,0.070,-1.047
1601655854805,2020-10-02T12.24.14.805,24.029,0.011,0.074,-1.046
1601655854815,2020-10-02T12.24.14.815,24.039,0.015,0.073,-1.036
1601655854825,2020-10-02T12.24.14.825,24.049,0.017,0.073,-1.030
1601655854834,2020-10-02T12.24.14.834,24.058,0.016,0.072,-1.025
1601655854845,2020-10-02T12.24.14.845,24.069,0.015,0.070,-1.021
1601655854855,2020-10-02T12.24.14.855,24.079,0.005,0.068,-1.023
1601655854865,2020-10-02T12.24.14.865,24.089,0.004,0.069,-1.036
1601655854875,2020-10-02T12.24.14.875,24.099,0.005,0.067,-1.042
1601655854884,2020-10-02T12.24.14.884,24.108,0.006,0.070,-1.052
1601655854894,2020-10-02T12.24.14.894,24.118,0.010,0.079,-1.055
1601655854905,2020-10-02T12.24.14.905,24.129,0.015,0.079,-1.055
1601655854915,2020-10-02T12.24.14.915,24.139,0.013,0.079,-1.053
1601655854924,2020-10-02T12.24.14.924,24.148,0.013,0.076,-1.052
1601655854934,2020-10-02T12.24.14.934,24.158,0.010,0.073,-1.060
1601655854944,2020-10-02T12.24.14.944,24.168,0.011,0.072,-1.066
1601655854954,2020-10-02T12.24.14.954,24.178,0.014,0.074,-1.063
1601655854965,2020-10-02T12.24.14.965,24.189,0.014,0.070,-1.054
1601655854973,2020-10-02T12.24.14.973,24.197,0.009,0.071,-1.039
1601655854984,2020-10-02T12.24.14.984,24.208,0.013,0.067,-1.032
1601655854994,2020-10-02T12.24.14.994,24.218,0.017,0.072,-1.033
1601655855004,2020-10-02T12.24.15.004,24.228,0.017,0.075,-1.039
1601655855013,2020-10-02T12.24.15.013,24.237,0.012,0.078,-1.034
1601655855023,2020-10-02T12.24.15.023,24.247,0.009,0.073,-1.030
1601655855033,2020-10-02T12.24.15.033,24.257,0.009,0.070,-1.031
1601655855044,2020-10-02T12.24.15.044,24.268,0.007,0.072,-1.040
1601655855054,2020-10-02T12.24.15.054,24.278,0.008,0.075,-1.040
1601655855063,2020-10-02T12.24.15.063,24.287,0.019,0.081,-1.040
1601655855073,2020-10-02T12.24.15.073,24.297,0.017,0.077,-1.046
1601655855083,2020-10-02T12.24.15.083,24.307,0.004,0.060,-1.051
1601655855094,2020-10-02T12.24.15.094,24.318,0.004,0.064,-1.054
1601655855102,2020-10-02T12.24.15.102,24.326,0.007,0.074,-1.051
1601655855113,2020-10-02T12.24.15.113,24.337,0.007,0.067,-1.045
1601655855123,2020-10-02T12.24.15.123,24.347,0.010,0.075,-1.046
1601655855133,2020-10-02T12.24.15.133,24.357,0.015,0.077,-1.048
1601655855143,2020-10-02T12.24.15.143,24.367,0.014,0.081,-1.051
1601655855152,2020-10-02T12.24.15.152,24.376,0.017,0.079,-1.043
1601655855162,2020-10-02T12.24.15.162,24.386,0.020,0.075,-1.039
1601655855173,2020-10-02T12.24.15.173,24.397,0.014,0.071,-1.040
1601655855183,2020-10-02T12.24.15.183,24.407,0.010,0.066,-1.031
1601655855192,2020-10-02T12.24.15.192,24.416,0.010,0.068,-1.039
1601655855202,2020-10-02T12.24.15.202,24.426,0.010,0.068,-1.049
1601655855212,2020-10-02T12.24.15.212,24.436,0.012,0.069,-1.052
1601655855222,2020-10-02T12.24.15.222,24.446,0.004,0.069,-1.045
1601655855233,2020-10-02T12.24.15.233,24.457,0.002,0.063,-1.035
1601655855242,2020-10-02T12.24.15.242,24.466,0.003,0.065,-1.044
1601655855252,2020-10-02T12.24.15.252,24.476,0.000,0.064,-1.045
1601655855262,2020-10-02T12.24.15.262,24.486,0.004,0.069,-1.045
1601655855272,2020-10-02T12.24.15.272,24.496,0.007,0.074,-1.049
1601655855281,2020-10-02T12.24.15.281,24.505,0.007,0.071,-1.059
1601655855291,2020-10-02T12.24.15.291,24.515,0.002,0.066,-1.052
1601655855302,2020-10-02T12.24.15.302,24.526,0.001,0.064,-1.040
1601655855312,2020-10-02T12.24.15.312,24.536,0.003,0.067,-1.043
1601655855322,2020-10-02T12.24.15.322,24.546,0.001,0.067,-1.050
1601655855331,2020-10-02T12.24.15.331,24.555,0.001,0.065,-1.043
1601655855341,2020-10-02T12.24.15.341,24.565,0.004,0.070,-1.041
1601655855351,2020-10-02T12.24.15.351,24.575,0.006,0.067,-1.042
1601655855362,2020-10-02T12.24.15.362,24.586,0.008,0.070,-1.047
1601655855370,2020-10-02T12.24.15.370,24.594,0.013,0.074,-1.048
1601655855381,2020-10-02T12.24.15.381,24.605,0.016,0.082,-1.052
1601655855391,2020-10-02T12.24.15.391,24.615,0.018,0.074,-1.042
1601655855401,2020-10-02T12.24.15.401,24.625,0.011,0.070,-1.042
1601655855411,2020-10-02T12.24.15.411,24.635,0.010,0.070,-1.049
1601655855420,2020-10-02T12.24.15.420,24.644,0.008,0.070,-1.051
1601655855430,2020-10-02T12.24.15.430,24.654,0.007,0.072,-1.051
1601655855441,2020-10-02T12.24.15.441,24.665,0.006,0.069,-1.039
1601655855451,2020-10-02T12.24.15.451,24.675,-0.001,0.062,-1.033
1601655855460,2020-10-02T12.24.15.460,24.684,0.000,0.063,-1.038
1601655855470,2020-10-02T12.24.15.470,24.694,0.005,0.071,-1.041
1601655855480,2020-10-02T12.24.15.480,24.704,0.009,0.073,-1.043
1601655855491,2020-10-02T12.24.15.491,24.715,0.013,0.074,-1.044
1601655855501,2020-10-02T12.24.15.501,24.725,0.010,0.072,-1.044
1601655855510,2020-10-02T12.24.15.510,24.734,0.006,0.068,-1.045
1601655855520,2020-10-02T12.24.15.520,24.744,0.001,0.063,-1.047
1601655855530,2020-10-02T12.24.15.530,24.754,0.000,0.062,-1.045
1601655855540,2020-10-02T12.24.15.540,24.764,0.001,0.061,-1.047
1601655855549,2020-10-02T12.24.15.549,24.773,0.005,0.068,-1.049
1601655855559,2020-10-02T12.24.15.559,24.783,0.008,0.073,-1.049
1601655855570,2020-10-02T12.24.15.570,24.794,0.008,0.075,-1.047
1601655855580,2020-10-02T12.24.15.580,24.804,0.009,0.073,-1.047
1601655855590,2020-10-02T12.24.15.590,24.814,0.010,0.069,-1.044
1601655855599,2020-10-02T12.24.15.599,24.823,0.005,0.069,-1.047
1601655855609,2020-10-02T12.24.15.609,24.833,0.004,0.066,-1.050
1601655855619,2020-10-02T12.24.15.619,24.843,0.002,0.067,-1.043
1601655855630,2020-10-02T12.24.15.630,24.854,-0.003,0.062,-1.037
1601655855638,2020-10-02T12.24.15.638,24.862,-0.001,0.057,-1.034
1601655855649,2020-10-02T12.24.15.649,24.873,0.002,0.062,-1.041
1601655855659,2020-10-02T12.24.15.659,24.883,0.006,0.067,-1.043
1601655855669,2020-10-02T12.24.15.669,24.893,0.010,0.073,-1.042
1601655855679,2020-10-02T12.24.15.679,24.903,0.011,0.072,-1.044
1601655855688,2020-10-02T12.24.15.688,24.912,0.004,0.072,-1.048
1601655855699,2020-10-02T12.24.15.699,24.923,0.001,0.070,-1.042
1601655855709,2020-10-02T12.24.15.709,24.933,0.003,0.067,-1.052
1601655855719,2020-10-02T12.24.15.719,24.943,0.005,0.066,-1.053
1601655855728,2020-10-02T12.24.15.728,24.952,0.003,0.068,-1.051
1601655855738,2020-10-02T12.24.15.738,24.962,0.001,0.068,-1.053
1601655855748,2020-10-02T12.24.15.748,24.972,0.002,0.066,-1.058
1601655855759,2020-10-02T12.24.15.759,24.983,0.007,0.068,-1.052
1601655855769,2020-10-02T12.24.15.769,24.993,0.004,0.069,-1.036
1601655855778,2020-10-02T12.24.15.778,25.002,-0.000,0.062,-1.022
1601655855788,2020-10-02T12.24.15.788,25.012,-0.004,0.060,-1.026
1601655855798,2020-10-02T12.24.15.798,25.022,-0.006,0.054,-1.033
1601655855808,2020-10-02T12.24.15.808,25.032,-0.003,0.057,-1.042
1601655855817,2020-10-02T12.24.15.817,25.041,0.001,0.063,-1.039
1601655855827,2020-10-02T12.24.15.827,25.051,0.007,0.071,-1.043
1601655855838,2020-10-02T12.24.15.838,25.062,0.015,0.071,-1.043
1601655855848,2020-10-02T12.24.15.848,25.072,0.014,0.068,-1.038
1601655855858,2020-10-02T12.24.15.858,25.082,0.012,0.062,-1.038
1601655855867,2020-10-02T12.24.15.867,25.091,0.006,0.064,-1.049
1601655855877,2020-10-02T12.24.15.877,25.101,0.007,0.068,-1.063
1601655855887,2020-10-02T12.24.15.887,25.111,0.008,0.066,-1.064
1601655855898,2020-10-02T12.24.15.898,25.122,0.007,0.064,-1.054
1601655855907,2020-10-02T12.24.15.907,25.131,0.007,0.061,-1.051
1601655855917,2020-10-02T12.24.15.917,25.141,0.009,0.067,-1.051
1601655855927,2020-10-02T12.24.15.927,25.151,0.010,0.068,-1.047
1601655855937,2020-10-02T12.24.15.937,25.161,0.010,0.070,-1.042
1601655855948,2020-10-02T12.24.15.948,25.172,0.012,0.074,-1.042
1601655855956,2020-10-02T12.24.15.956,25.180,0.011,0.071,-1.041
1601655855967,2020-10-02T12.24.15.967,25.191,0.009,0.066,-1.048
1601655855977,2020-10-02T12.24.15.977,25.201,0.002,0.059,-1.039
1601655855987,2020-10-02T12.24.15.987,25.211,-0.010,0.052,-1.030
1601655855996,2020-10-02T12.24.15.996,25.220,-0.010,0.046,-1.040
1601655856006,2020-10-02T12.24.16.006,25.230,-0.000,0.058,-1.047
1601655856016,2020-10-02T12.24.16.016,25.240,0.010,0.068,-1.052
1601655856027,2020-10-02T12.24.16.027,25.251,0.017,0.077,-1.052
1601655856037,2020-10-02T12.24.16.037,25.261,0.021,0.078,-1.046
1601655856046,2020-10-02T12.24.16.046,25.270,0.021,0.076,-1.046
1601655856056,2020-10-02T12.24.16.056,25.280,0.021,0.071,-1.045
1601655856066,2020-10-02T12.24.16.066,25.290,0.018,0.068,-1.043
1601655856076,2020-10-02T12.24.16.076,25.300,0.011,0.061,-1.041
1601655856087,2020-10-02T12.24.16.087,25.311,0.004,0.057,-1.047
1601655856096,2020-10-02T12.24.16.096,25.320,0.009,0.061,-1.050
1601655856106,2020-10-02T12.24.16.106,25.330,0.014,0.071,-1.052
1601655856116,2020-10-02T12.24.16.116,25.340,0.015,0.070,-1.036
1601655856126,2020-10-02T12.24.16.126,25.350,0.019,0.066,-1.027
1601655856135,2020-10-02T12.24.16.135,25.359,0.018,0.073,-1.039
1601655856145,2020-10-02T12.24.16.145,25.369,0.018,0.071,-1.050
1601655856156,2020-10-02T12.24.16.156,25.380,0.015,0.070,-1.050
1601655856166,2020-10-02T12.24.16.166,25.390,0.011,0.071,-1.053
1601655856176,2020-10-02T12.24.16.176,25.400,0.006,0.070,-1.054
1601655856185,2020-10-02T12.24.16.185,25.409,0.004,0.061,-1.053
1601655856195,2020-10-02T12.24.16.195,25.419,0.003,0.058,-1.042
1601655856205,2020-10-02T12.24.16.205,25.429,-0.000,0.057,-1.034
1601655856216,2020-10-02T12.24.16.216,25.440,0.003,0.063,-1.045
1601655856224,2020-10-02T12.24.16.224,25.448,0.007,0.071,-1.054
1601655856235,2020-10-02T12.24.16.235,25.459,0.010,0.071,-1.052
1601655856245,2020-10-02T12.24.16.245,25.469,0.011,0.077,-1.047
1601655856255,2020-10-02T12.24.16.255,25.479,0.019,0.084,-1.043
1601655856265,2020-10-02T12.24.16.265,25.489,0.011,0.071,-1.048
1601655856274,2020-10-02T12.24.16.274,25.498,-0.002,0.051,-1.042
1601655856284,2020-10-02T12.24.16.284,25.508,-0.003,0.054,-1.015
1601655856295,2020-10-02T12.24.16.295,25.519,-0.012,0.049,-1.023
1601655856305,2020-10-02T12.24.16.305,25.529,-0.009,0.052,-1.046
1601655856314,2020-10-02T12.24.16.314,25.538,-0.006,0.052,-1.053
1601655856324,2020-10-02T12.24.16.324,25.548,-0.002,0.062,-1.046
1601655856334,2020-10-02T12.24.16.334,25.558,-0.001,0.063,-1.032
1601655856345,2020-10-02T12.24.16.345,25.569,0.001,0.064,-1.035
1601655856355,2020-10-02T12.24.16.355,25.579,-0.002,0.066,-1.044
1601655856364,2020-10-02T12.24.16.364,25.588,-0.004,0.060,-1.047
1601655856374,2020-10-02T12.24.16.374,25.598,-0.006,0.054,-1.052
1601655856384,2020-10-02T12.24.16.384,25.608,-0.006,0.055,-1.056
1601655856394,2020-10-02T12.24.16.394,25.618,-0.007,0.058,-1.056
1601655856403,2020-10-02T12.24.16.403,25.627,-0.009,0.053,-1.051
1601655856413,2020-10-02T12.24.16.413,25.637,-0.005,0.058,-1.046
1601655856424,2020-10-02T12.24.16.424,25.648,-0.001,0.061,-1.043
1601655856434,2020-10-02T12.24.16.434,25.658,0.004,0.055,-1.044
1601655856444,2020-10-02T12.24.16.444,25.668,-0.002,0.057,-1.038
1601655856453,2020-10-02T12.24.16.453,25.677,-0.008,0.049,-1.033
1601655856463,2020-10-02T12.24.16.463,25.687,-0.009,0.050,-1.033
1601655856473,2020-10-02T12.24.16.473,25.697,-0.005,0.051,-1.042
1601655856484,2020-10-02T12.24.16.484,25.708,-0.001,0.056,-1.047
1601655856492,2020-10-02T12.24.16.492,25.716,0.005,0.057,-1.045
1601655856503,2020-10-02T12.24.16.503,25.727,0.003,0.055,-1.035
1601655856513,2020-10-02T12.24.16.513,25.737,0.001,0.057,-1.035
1601655856523,2020-10-02T12.24.16.523,25.747,0.000,0.059,-1.047
1601655856533,2020-10-02T12.24.16.533,25.757,0.003,0.064,-1.056
1601655856542,2020-10-02T12.24.16.542,25.766,0.008,0.067,-1.066
1601655856553,2020-10-02T12.24.16.553,25.777,0.008,0.064,-1.059
1601655856563,2020-10-02T12.24.16.563,25.787,0.003,0.067,-1.060
1601655856573,2020-10-02T12.24.16.573,25.797,0.005,0.064,-1.051
1601655856582,2020-10-02T12.24.16.582,25.806,0.013,0.062,-1.048
1601655856592,2020-10-02T12.24.16.592,25.816,0.020,0.075,-1.055
1601655856602,2020-10-02T12.24.16.602,25.826,0.039,0.089,-1.069
1601655856613,2020-10-02T12.24.16.613,25.837,0.053,0.104,-1.097
1601655856623,2020-10-02T12.24.16.623,25.847,0.065,0.126,-1.169
1601655856632,2020-10-02T12.24.16.632,25.856,0.053,0.132,-1.250
1601655856642,2020-10-02T12.24.16.642,25.866,0.035,0.126,-1.272
1601655856652,2020-10-02T12.24.16.652,25.876,0.025,0.111,-1.263
1601655856662,2020-10-02T12.24.16.662,25.886,-0.005,0.107,-1.211
1601655856671,2020-10-02T12.24.16.671,25.895,-0.030,0.098,-1.194
1601655856681,2020-10-02T12.24.16.681,25.905,-0.049,0.099,-1.191
1601655856692,2020-10-02T12.24.16.692,25.916,-0.069,0.098,-1.181
1601655856702,2020-10-02T12.24.16.702,25.926,-0.094,0.096,-1.160
1601655856712,2020-10-02T12.24.16.712,25.936,-0.126,0.061,-1.156
1601655856721,2020-10-02T12.24.16.721,25.945,-0.161,0.058,-1.182
1601655856731,2020-10-02T12.24.16.731,25.955,-0.165,0.058,-1.187
1601655856742,2020-10-02T12.24.16.742,25.966,-0.179,0.055,-1.137
1601655856752,2020-10-02T12.24.16.752,25.976,-0.205,0.073,-1.108
1601655856761,2020-10-02T12.24.16.761,25.985,-0.223,0.077,-1.089
1601655856771,2020-10-02T12.24.16.771,25.995,-0.238,0.063,-1.081
1601655856781,2020-10-02T12.24.16.781,26.005,-0.273,0.030,-1.156
1601655856791,2020-10-02T12.24.16.791,26.015,-0.340,-0.008,-1.258
1601655856802,2020-10-02T12.24.16.802,26.026,-0.423,-0.033,-1.276
1601655856810,2020-10-02T12.24.16.810,26.034,-0.474,-0.114,-1.181
1601655856821,2020-10-02T12.24.16.821,26.045,-0.496,-0.174,-0.995
1601655856831,2020-10-02T12.24.16.831,26.055,-0.604,-0.156,-0.739
1601655856841,2020-10-02T12.24.16.841,26.065,-0.669,-0.142,-0.525
1601655856850,2020-10-02T12.24.16.850,26.074,-0.693,-0.137,-0.298
1601655856860,2020-10-02T12.24.16.860,26.084,-0.720,-0.128,0.024
1601655856870,2020-10-02T12.24.16.870,26.094,-0.639,-0.110,0.405
1601655856881,2020-10-02T12.24.16.881,26.105,-0.586,-0.151,0.718
1601655856891,2020-10-02T12.24.16.891,26.115,-0.587,-0.278,0.769
1601655856900,2020-10-02T12.24.16.900,26.124,-0.551,-0.333,0.681
1601655856910,2020-10-02T12.24.16.910,26.134,-0.515,-0.322,0.597
1601655856920,2020-10-02T12.24.16.920,26.144,-0.479,-0.253,0.472
1601655856930,2020-10-02T12.24.16.930,26.154,-0.504,-0.189,0.355
1601655856939,2020-10-02T12.24.16.939,26.163,-0.608,-0.160,0.251
1601655856950,2020-10-02T12.24.16.950,26.174,-0.737,-0.136,0.164
1601655856960,2020-10-02T12.24.16.960,26.184,-0.855,-0.157,0.122
1601655856970,2020-10-02T12.24.16.970,26.194,-0.949,-0.205,0.116
1601655856980,2020-10-02T12.24.16.980,26.204,-0.981,-0.220,0.148
1601655856989,2020-10-02T12.24.16.989,26.213,-0.985,-0.249,0.171
1601655856999,2020-10-02T12.24.16.999,26.223,-1.030,-0.293,0.157
1601655857010,2020-10-02T12.24.17.010,26.234,-1.104,-0.356,0.125
1601655857020,2020-10-02T12.24.17.020,26.244,-1.188,-0.423,0.130
1601655857029,2020-10-02T12.24.17.029,26.253,-1.269,-0.447,0.167
1601655857039,2020-10-02T12.24.17.039,26.263,-1.305,-0.436,0.199
1601655857049,2020-10-02T12.24.17.049,26.273,-1.328,-0.418,0.208
1601655857059,2020-10-02T12.24.17.059,26.283,-1.312,-0.406,0.164
1601655857070,2020-10-02T12.24.17.070,26.294,-1.259,-0.374,0.085
1601655857078,2020-10-02T12.24.17.078,26.302,-1.208,-0.330,-0.014
1601655857089,2020-10-02T12.24.17.089,26.313,-1.172,-0.306,-0.115
1601655857099,2020-10-02T12.24.17.099,26.323,-1.139,-0.274,-0.220
1601655857109,2020-10-02T12.24.17.109,26.333,-1.098,-0.245,-0.268
1601655857118,2020-10-02T12.24.17.118,26.342,-1.073,-0.219,-0.286
1601655857128,2020-10-02T12.24.17.128,26.352,-1.050,-0.198,-0.288
1601655857138,2020-10-02T12.24.17.138,26.362,-1.023,-0.193,-0.256
1601655857149,2020-10-02T12.24.17.149,26.373,-0.997,-0.212,-0.204
1601655857159,2020-10-02T12.24.17.159,26.383,-0.985,-0.220,-0.164
1601655857168,2020-10-02T12.24.17.168,26.392,-0.983,-0.198,-0.144
1601655857178,2020-10-02T12.24.17.178,26.402,-0.953,-0.184,-0.138
1601655857188,2020-10-02T12.24.17.188,26.412,-0.952,-0.165,-0.180
1601655857199,2020-10-02T12.24.17.199,26.423,-0.968,-0.144,-0.301
1601655857207,2020-10-02T12.24.17.207,26.431,-0.979,-0.110,-0.422
1601655857218,2020-10-02T12.24.17.218,26.442,-0.970,-0.088,-0.495
1601655857228,2020-10-02T12.24.17.228,26.452,-0.964,-0.081,-0.546
1601655857238,2020-10-02T12.24.17.238,26.462,-0.990,-0.078,-0.573
1601655857248,2020-10-02T12.24.17.248,26.472,-1.010,-0.091,-0.546
1601655857257,2020-10-02T12.24.17.257,26.481,-1.009,-0.104,-0.538
1601655857267,2020-10-02T12.24.17.267,26.491,-1.041,-0.123,-0.559
1601655857278,2020-10-02T12.24.17.278,26.502,-1.059,-0.125,-0.627
1601655857288,2020-10-02T12.24.17.288,26.512,-1.055,-0.117,-0.754
1601655857297,2020-10-02T12.24.17.297,26.521,-1.061,-0.117,-0.891
1601655857307,2020-10-02T12.24.17.307,26.531,-1.061,-0.131,-0.893
1601655857317,2020-10-02T12.24.17.317,26.541,-1.073,-0.166,-0.813
1601655857327,2020-10-02T12.24.17.327,26.551,-1.100,-0.202,-0.703
1601655857338,2020-10-02T12.24.17.338,26.562,-1.093,-0.207,-0.622
1601655857346,2020-10-02T12.24.17.346,26.570,-1.077,-0.210,-0.622
1601655857357,2020-10-02T12.24.17.357,26.581,-1.071,-0.225,-0.632
1601655857367,2020-10-02T12.24.17.367,26.591,-1.072,-0.258,-0.622
1601655857377,2020-10-02T12.24.17.377,26.601,-1.096,-0.276,-0.652
1601655857386,2020-10-02T12.24.17.386,26.610,-1.106,-0.281,-0.697
1601655857396,2020-10-02T12.24.17.396,26.620,-1.057,-0.248,-0.724
1601655857407,2020-10-02T12.24.17.407,26.631,-1.048,-0.250,-0.805
1601655857417,2020-10-02T12.24.17.417,26.641,-1.062,-0.296,-0.858
1601655857427,2020-10-02T12.24.17.427,26.651,-1.047,-0.347,-0.843
1601655857436,2020-10-02T12.24.17.436,26.660,-1.017,-0.387,-0.844
1601655857446,2020-10-02T12.24.17.446,26.670,-0.973,-0.402,-0.845
1601655857456,2020-10-02T12.24.17.456,26.680,-0.926,-0.411,-0.836
1601655857467,2020-10-02T12.24.17.467,26.691,-0.916,-0.434,-0.818
1601655857475,2020-10-02T12.24.17.475,26.699,-0.952,-0.481,-0.782
1601655857486,2020-10-02T12.24.17.486,26.710,-1.042,-0.563,-0.739
1601655857496,2020-10-02T12.24.17.496,26.720,-1.122,-0.604,-0.715
1601655857506,2020-10-02T12.24.17.506,26.730,-1.126,-0.627,-0.665
1601655857516,2020-10-02T12.24.17.516,26.740,-1.120,-0.629,-0.576
1601655857525,2020-10-02T12.24.17.525,26.749,-1.059,-0.593,-0.525
1601655857535,2020-10-02T12.24.17.535,26.759,-0.994,-0.580,-0.532
1601655857546,2020-10-02T12.24.17.546,26.770,-0.952,-0.579,-0.576
1601655857556,2020-10-02T12.24.17.556,26.780,-0.910,-0.595,-0.606
1601655857565,2020-10-02T12.24.17.565,26.789,-0.904,-0.594,-0.632
1601655857575,2020-10-02T12.24.17.575,26.799,-0.798,-0.537,-0.666
1601655857585,2020-10-02T12.24.17.585,26.809,-0.668,-0.515,-0.666
1601655857596,2020-10-02T12.24.17.596,26.820,-0.584,-0.541,-0.626
1601655857606,2020-10-02T12.24.17.606,26.830,-0.577,-0.584,-0.603
1601655857615,2020-10-02T12.24.17.615,26.839,-0.574,-0.585,-0.564
1601655857625,2020-10-02T12.24.17.625,26.849,-0.577,-0.586,-0.471
1601655857635,2020-10-02T12.24.17.635,26.859,-0.616,-0.610,-0.363
1601655857645,2020-10-02T12.24.17.645,26.869,-0.672,-0.633,-0.288
1601655857656,2020-10-02T12.24.17.656,26.880,-0.658,-0.614,-0.281
1601655857664,2020-10-02T12.24.17.664,26.888,-0.616,-0.609,-0.310
1601655857675,2020-10-02T12.24.17.675,26.899,-0.627,-0.600,-0.296
1601655857685,2020-10-02T12.24.17.685,26.909,-0.624,-0.605,-0.219
1601655857695,2020-10-02T12.24.17.695,26.919,-0.658,-0.610,-0.157
1601655857704,2020-10-02T12.24.17.704,26.928,-0.716,-0.610,-0.149
1601655857714,2020-10-02T12.24.17.714,26.938,-0.769,-0.654,-0.132
1601655857724,2020-10-02T12.24.17.724,26.948,-0.845,-0.730,-0.053
1601655857735,2020-10-02T12.24.17.735,26.959,-1.009,-0.819,0.011
1601655857745,2020-10-02T12.24.17.745,26.969,-1.141,-0.874,0.042
1601655857754,2020-10-02T12.24.17.754,26.978,-1.173,-0.892,0.134
1601655857764,2020-10-02T12.24.17.764,26.988,-1.159,-0.885,0.235
1601655857774,2020-10-02T12.24.17.774,26.998,-1.190,-0.917,0.329
1601655857784,2020-10-02T12.24.17.784,27.008,-1.212,-0.951,0.432
1601655857793,2020-10-02T12.24.17.793,27.017,-1.225,-0.927,0.567
1601655857804,2020-10-02T12.24.17.804,27.028,-1.223,-0.913,0.710
1601655857814,2020-10-02T12.24.17.814,27.038,-1.247,-0.945,0.817
1601655857824,2020-10-02T12.24.17.824,27.048,-1.278,-0.961,0.888
1601655857834,2020-10-02T12.24.17.834,27.058,-1.310,-0.966,0.888
1601655857843,2020-10-02T12.24.17.843,27.067,-1.328,-0.942,0.844
1601655857853,2020-10-02T12.24.17.853,27.077,-1.302,-0.873,0.814
1601655857864,2020-10-02T12.24.17.864,27.088,-1.249,-0.790,0.787
1601655857874,2020-10-02T12.24.17.874,27.098,-1.190,-0.713,0.751
1601655857883,2020-10-02T12.24.17.883,27.107,-1.124,-0.643,0.691
1601655857893,2020-10-02T12.24.17.893,27.117,-1.069,-0.600,0.616
1601655857903,2020-10-02T12.24.17.903,27.127,-1.016,-0.565,0.538
1601655857913,2020-10-02T12.24.17.913,27.137,-0.972,-0.539,0.461
1601655857924,2020-10-02T12.24.17.924,27.148,-0.941,-0.508,0.404
1601655857932,2020-10-02T12.24.17.932,27.156,-0.943,-0.519,0.379
