epoc (ms),C_Gx,C_Gy,C_Gz,C_Ax,C_Ay,C_Az,Activity
1601655834350,-0.534,-0.396,-0.427,-0.241,-0.083,0.958,Unknown
1601655834360,0.381,-0.427,-1.143,-0.249,-0.088,0.968,Unknown
1601655834370,-0.884,-2.149,-1.601,-0.229,-0.1,0.984,Unknown
1601655834381,-1.311,-0.732,-1.387,-0.217,-0.102,0.976,Unknown
1601655834389,-2.119,0.03,-0.686,-0.213,-0.097,0.956,Unknown
1601655834400,-2.835,-0.732,-0.305,-0.208,-0.093,0.939,Unknown
1601655834410,-2.485,0.381,0.152,-0.207,-0.092,0.929,Unknown
1601655834420,-0.701,1.052,0.29,-0.218,-0.088,0.927,Unknown
1601655834429,-0.595,-0.427,0.229,-0.221,-0.086,0.934,Unknown
1601655834439,-1.28,-1.951,-0.229,-0.222,-0.088,0.938,Unknown
1601655834450,-1.784,-2.561,-0.518,-0.219,-0.09,0.938,Unknown
1601655834460,-1.067,-1.082,-0.305,-0.221,-0.089,0.936,Unknown
1601655834470,0.198,0.61,0.427,-0.225,-0.093,0.944,Unknown
1601655834479,0.823,1.509,0.747,-0.233,-0.099,0.954,Unknown
1601655834489,0.366,0.32,0.854,-0.229,-0.104,0.969,Unknown
1601655834499,-0.335,0.351,1.265,-0.222,-0.103,0.973,Unknown
1601655834510,-1.067,0.259,1.616,-0.225,-0.089,0.962,Unknown
1601655834518,-1.814,-0.838,1.372,-0.228,-0.081,0.949,Unknown
1601655834529,-1.098,0.442,1.113,-0.233,-0.078,0.936,Unknown
1601655834539,-0.198,0.518,0.61,-0.236,-0.075,0.936,Unknown
1601655834549,-0.396,-0.396,-0.213,-0.239,-0.074,0.941,Unknown
1601655834559,-1.037,-1.174,-0.625,-0.23,-0.083,0.941,Unknown
1601655834568,-0.793,-0.732,-0.396,-0.212,-0.089,0.948,Unknown
1601655834578,-0.03,0.716,0.259,-0.204,-0.088,0.952,Unknown
1601655834589,0.457,-0.061,0.442,-0.209,-0.087,0.953,Unknown
1601655834599,-0.122,-1.113,0.747,-0.201,-0.09,0.958,Unknown
1601655834608,0.076,0.915,1.646,-0.209,-0.087,0.949,Unknown
1601655834618,-0.091,1.006,2.149,-0.229,-0.081,0.941,Unknown
1601655834628,-0.701,0.412,2.134,-0.238,-0.083,0.946,Unknown
1601655834638,-0.351,1.357,1.692,-0.25,-0.083,0.947,Unknown
1601655834649,0.091,0.488,0.747,-0.261,-0.08,0.959,Unknown
1601655834658,-1.418,-0.686,0.122,-0.254,-0.085,0.977,Unknown
1601655834668,-3.034,-0.107,-0.229,-0.253,-0.084,0.966,Unknown
1601655834678,-3.75,-0.96,-1.22,-0.259,-0.084,0.947,Unknown
1601655834688,-4.329,-3.216,-1.921,-0.241,-0.082,0.947,Unknown
1601655834697,-3.704,-2.134,-1.905,-0.232,-0.083,0.939,Unknown
1601655834707,-2.043,0.945,-1.189,-0.228,-0.085,0.933,Unknown
1601655834718,-1.402,2.134,-0.716,-0.226,-0.085,0.938,Unknown
1601655834728,-3.018,0.579,-1.037,-0.216,-0.096,0.932,Unknown
1601655834738,-3.659,-0.396,-1.021,-0.201,-0.104,0.918,Unknown
1601655834747,-2.317,-0.534,-0.716,-0.206,-0.1,0.913,Unknown
1601655834757,-1.387,-1.662,-0.442,-0.207,-0.098,0.928,Unknown
1601655834767,-0.549,-1.235,-0.091,-0.205,-0.107,0.937,Unknown
1601655834778,0.122,-0.838,0.549,-0.208,-0.105,0.937,Unknown
1601655834786,0.534,-0.457,0.976,-0.21,-0.097,0.933,Unknown
1601655834797,1.159,-0.854,0.61,-0.217,-0.091,0.931,Unknown
1601655834807,1.387,-1.723,0.534,-0.21,-0.097,0.938,Unknown
1601655834817,1.951,-0.61,1.143,-0.208,-0.106,0.952,Unknown
1601655834827,2.119,0.473,1.845,-0.216,-0.103,0.964,Unknown
1601655834836,1.113,0.381,2.378,-0.219,-0.099,0.975,Unknown
1601655834846,0.122,1.067,2.576,-0.223,-0.096,0.969,Unknown
1601655834857,-0.427,0.823,2.607,-0.236,-0.09,0.972,Unknown
1601655834867,-0.838,-0.03,1.966,-0.249,-0.084,0.979,Unknown
1601655834876,-3.46,-2.591,1.585,-0.249,-0.081,0.979,Unknown
1601655834886,-5.168,-4.771,0.351,-0.23,-0.102,0.963,Unknown
1601655834896,-1.128,0.534,0.015,-0.229,-0.088,0.939,Unknown
1601655834907,-0.976,-1.174,0.168,-0.228,-0.076,0.945,Unknown
1601655834917,-1.768,-1.555,-0.259,-0.229,-0.086,0.938,Unknown
1601655834926,0.061,1.357,0.107,-0.236,-0.081,0.928,Unknown
1601655834936,0.655,1.89,0.64,-0.235,-0.078,0.936,Unknown
1601655834946,1.25,3.704,0.869,-0.237,-0.082,0.936,Unknown
1601655834956,1.555,4.604,1.021,-0.234,-0.083,0.935,Unknown
1601655834967,0.564,4.573,0.823,-0.225,-0.083,0.932,Unknown
1601655834975,1.159,4.299,0.396,-0.224,-0.086,0.93,Unknown
1601655834986,1.113,2.088,-0.396,-0.226,-0.088,0.934,Unknown
1601655834996,0.32,-0.838,-1.159,-0.211,-0.098,0.942,Unknown
1601655835006,0.93,-1.357,-1.067,-0.204,-0.1,0.944,Unknown
1601655835015,1.159,-1.113,-0.137,-0.202,-0.102,0.949,Unknown
1601655835025,1.555,-0.152,0.534,-0.214,-0.097,0.946,Unknown
1601655835035,1.25,-0.198,0.488,-0.222,-0.096,0.948,Unknown
1601655835046,1.128,-0.838,0.046,-0.227,-0.095,0.949,Unknown
1601655835056,1.006,-0.701,0.03,-0.219,-0.1,0.953,Unknown
1601655835065,1.174,0.991,0.976,-0.213,-0.103,0.957,Unknown
1601655835075,1.326,2.241,1.814,-0.222,-0.103,0.959,Unknown
1601655835085,0.716,2.165,2.287,-0.222,-0.101,0.968,Unknown
1601655835096,0.122,2.47,2.454,-0.226,-0.097,0.968,Unknown
1601655835104,-0.046,1.082,1.829,-0.23,-0.09,0.962,Unknown
1601655835115,-1.402,-0.366,1.723,-0.218,-0.094,0.962,Unknown
1601655835125,-0.808,1.143,2.043,-0.222,-0.09,0.952,Unknown
1601655835135,0.244,1.616,2.241,-0.238,-0.076,0.942,Unknown
1601655835145,0.229,0.686,1.936,-0.237,-0.072,0.943,Unknown
1601655835154,0.091,0.884,1.479,-0.231,-0.075,0.938,Unknown
1601655835164,0.152,0.625,0.671,-0.239,-0.071,0.936,Unknown
1601655835175,-0.64,-0.823,0.0,-0.228,-0.076,0.944,Unknown
1601655835185,-0.625,0.579,0.442,-0.215,-0.081,0.937,Unknown
1601655835194,0.259,1.921,1.159,-0.227,-0.078,0.932,Unknown
1601655835204,0.716,0.716,1.357,-0.231,-0.077,0.944,Unknown
1601655835214,0.945,0.549,0.884,-0.23,-0.079,0.948,Unknown
1601655835224,0.716,0.655,0.488,-0.233,-0.078,0.948,Unknown
1601655835235,0.122,0.274,0.122,-0.232,-0.081,0.951,Unknown
1601655835243,0.152,-0.701,-0.777,-0.238,-0.083,0.954,Unknown
1601655835254,-0.503,-1.418,-1.22,-0.231,-0.086,0.958,Unknown
1601655835264,-0.777,-0.823,-0.915,-0.222,-0.088,0.956,Unknown
1601655835274,-0.64,-0.015,-0.229,-0.216,-0.092,0.95,Unknown
1601655835283,0.122,1.22,0.274,-0.215,-0.093,0.948,Unknown
1601655835293,0.488,1.326,0.274,-0.219,-0.095,0.951,Unknown
1601655835304,0.473,0.884,-0.015,-0.221,-0.1,0.955,Unknown
1601655835314,-0.03,0.213,-0.122,-0.225,-0.098,0.955,Unknown
1601655835324,-0.747,0.351,0.168,-0.227,-0.093,0.954,Unknown
1601655835333,-1.021,0.61,0.351,-0.237,-0.088,0.948,Unknown
1601655835343,-1.54,0.076,0.335,-0.24,-0.084,0.944,Unknown
1601655835353,-1.616,-0.335,0.107,-0.238,-0.088,0.941,Unknown
1601655835364,-1.646,-1.387,-0.244,-0.234,-0.087,0.946,Unknown
1601655835372,-1.784,-1.235,-0.198,-0.227,-0.088,0.948,Unknown
1601655835383,-1.875,0.213,0.168,-0.225,-0.093,0.933,Unknown
1601655835393,-0.29,0.503,0.229,-0.237,-0.082,0.926,Unknown
1601655835403,0.091,-1.159,0.03,-0.233,-0.078,0.942,Unknown
1601655835413,-0.274,-0.823,-0.061,-0.217,-0.086,0.946,Unknown
1601655835422,0.61,0.716,-0.152,-0.223,-0.083,0.936,Unknown
1601655835432,0.32,-0.869,-0.229,-0.218,-0.079,0.942,Unknown
1601655835443,-0.259,-0.808,-0.29,-0.212,-0.083,0.942,Unknown
1601655835453,0.412,1.082,0.32,-0.215,-0.09,0.941,Unknown
1601655835462,1.418,1.524,0.991,-0.229,-0.092,0.95,Unknown
1601655835472,1.174,-0.046,0.534,-0.24,-0.092,0.966,Unknown
1601655835482,-0.244,-1.799,-0.076,-0.232,-0.099,0.978,Unknown
1601655835492,-1.28,-1.311,-0.122,-0.219,-0.103,0.972,Unknown
1601655835503,-1.616,-0.198,0.213,-0.223,-0.094,0.96,Unknown
1601655835512,-1.662,0.366,0.534,-0.229,-0.081,0.953,Unknown
1601655835522,-1.524,1.463,0.762,-0.226,-0.079,0.948,Unknown
1601655835532,-1.22,2.424,1.311,-0.226,-0.087,0.948,Unknown
1601655835542,-0.183,2.149,1.006,-0.237,-0.083,0.951,Unknown
1601655835551,-1.723,0.503,0.442,-0.221,-0.085,0.953,Unknown
1601655835561,-2.683,0.32,0.091,-0.214,-0.089,0.939,Unknown
1601655835572,-1.997,0.244,0.244,-0.22,-0.084,0.927,Unknown
1601655835582,-0.61,-0.335,-0.015,-0.233,-0.073,0.93,Unknown
1601655835592,-0.838,-1.677,-0.274,-0.229,-0.076,0.944,Unknown
1601655835601,-0.655,-0.183,0.213,-0.219,-0.086,0.948,Unknown
1601655835611,-0.107,1.814,0.747,-0.234,-0.081,0.948,Unknown
1601655835621,-0.747,1.25,0.366,-0.24,-0.08,0.942,Unknown
1601655835632,-0.534,0.091,-0.412,-0.237,-0.081,0.94,Unknown
1601655835640,-0.534,-0.259,-0.412,-0.229,-0.083,0.94,Unknown
1601655835651,0.0,1.098,0.076,-0.222,-0.087,0.937,Unknown
1601655835661,1.006,2.256,0.442,-0.222,-0.093,0.94,Unknown
1601655835671,1.22,1.113,0.274,-0.224,-0.092,0.947,Unknown
1601655835681,0.351,0.03,0.168,-0.221,-0.099,0.95,Unknown
1601655835690,0.122,0.137,0.122,-0.222,-0.103,0.951,Unknown
1601655835700,0.335,-0.808,-0.305,-0.229,-0.098,0.958,Unknown
1601655835711,-1.052,-1.829,-0.259,-0.222,-0.1,0.962,Unknown
1601655835721,-1.265,-0.61,0.473,-0.215,-0.104,0.956,Unknown
1601655835730,-0.915,0.808,1.509,-0.214,-0.098,0.948,Unknown
1601655835740,-0.655,1.509,1.982,-0.219,-0.09,0.949,Unknown
1601655835750,-0.274,1.341,1.555,-0.231,-0.082,0.95,Unknown
1601655835761,-1.189,0.198,1.28,-0.226,-0.079,0.957,Unknown
1601655835771,-1.265,0.229,0.823,-0.231,-0.082,0.954,Unknown
1601655835780,-1.448,-0.793,0.381,-0.233,-0.083,0.958,Unknown
1601655835790,-2.012,-0.716,0.183,-0.227,-0.084,0.957,Unknown
1601655835800,-2.088,-0.473,0.198,-0.228,-0.083,0.949,Unknown
1601655835810,-1.723,0.03,0.305,-0.231,-0.078,0.947,Unknown
1601655835819,-1.601,0.442,0.244,-0.232,-0.077,0.945,Unknown
1601655835829,-2.058,-0.29,0.305,-0.223,-0.08,0.941,Unknown
1601655835840,-1.692,0.762,0.793,-0.216,-0.083,0.936,Unknown
1601655835850,-0.427,2.973,1.326,-0.224,-0.078,0.932,Unknown
1601655835860,0.473,2.927,0.96,-0.239,-0.074,0.93,Unknown
1601655835869,0.0,-0.091,-0.381,-0.244,-0.077,0.943,Unknown
1601655835879,-1.357,-1.997,-1.479,-0.238,-0.085,0.958,Unknown
1601655835889,-1.601,-1.845,-1.662,-0.248,-0.085,0.958,Unknown
1601655835900,-2.21,-2.256,-1.616,-0.246,-0.085,0.953,Unknown
1601655835908,-2.576,-1.707,-1.387,-0.233,-0.085,0.949,Unknown
1601655835919,-1.433,-0.518,-1.28,-0.225,-0.087,0.944,Unknown
1601655835929,-0.534,-0.625,-1.128,-0.219,-0.091,0.947,Unknown
1601655835939,-0.427,0.03,-1.037,-0.21,-0.093,0.942,Unknown
1601655835950,-0.488,0.64,-0.457,-0.201,-0.098,0.934,Unknown
1601655835958,-0.046,1.921,0.701,-0.199,-0.099,0.927,Unknown
1601655835969,0.442,2.835,1.479,-0.208,-0.096,0.925,Unknown
1601655835979,0.351,0.655,1.265,-0.226,-0.095,0.929,Unknown
1601655835989,-0.213,-1.311,0.518,-0.228,-0.098,0.935,Unknown
1601655835998,-0.351,-2.21,-0.137,-0.228,-0.099,0.953,Unknown
1601655836008,-0.457,-2.393,-0.473,-0.228,-0.094,0.967,Unknown
1601655836018,-0.716,-2.165,-0.655,-0.229,-0.097,0.966,Unknown
1601655836029,-0.655,-2.165,-0.701,-0.222,-0.1,0.969,Unknown
1601655836039,-1.037,-1.753,-0.274,-0.219,-0.106,0.974,Unknown
1601655836048,-1.585,-0.838,0.518,-0.224,-0.108,0.973,Unknown
1601655836058,-1.814,1.479,1.768,-0.227,-0.104,0.97,Unknown
1601655836068,-1.204,3.689,2.439,-0.24,-0.091,0.962,Unknown
1601655836078,-2.226,1.951,1.707,-0.254,-0.075,0.956,Unknown
1601655836087,-4.405,-0.96,0.518,-0.23,-0.077,0.95,Unknown
1601655836097,-3.857,1.067,0.518,-0.21,-0.082,0.926,Unknown
1601655836108,-1.448,3.338,1.601,-0.212,-0.076,0.905,Unknown
1601655836118,0.838,2.561,1.677,-0.222,-0.068,0.905,Unknown
1601655836128,0.777,0.716,1.296,-0.214,-0.072,0.908,Unknown
1601655836137,0.518,-0.686,1.052,-0.202,-0.079,0.904,Unknown
1601655836147,1.723,-0.549,1.265,-0.21,-0.076,0.914,Unknown
1601655836158,2.378,-0.549,1.265,-0.227,-0.066,0.93,Unknown
1601655836168,2.134,-1.768,0.381,-0.235,-0.071,0.95,Unknown
1601655836177,1.921,-2.759,-0.747,-0.235,-0.079,0.966,Unknown
1601655836187,2.576,-2.21,-1.707,-0.234,-0.088,0.963,Unknown
1601655836197,2.591,-3.186,-1.692,-0.222,-0.094,0.983,Unknown
1601655836207,1.585,-2.378,-1.189,-0.213,-0.109,0.993,Unknown
1601655836218,0.838,-0.274,-0.183,-0.215,-0.115,0.99,Unknown
1601655836226,0.716,2.149,1.143,-0.221,-0.11,0.986,Unknown
1601655836237,0.244,4.695,1.905,-0.231,-0.102,0.974,Unknown
1601655836247,-0.32,4.085,1.662,-0.245,-0.09,0.965,Unknown
1601655836257,-1.418,1.966,0.732,-0.244,-0.08,0.965,Unknown
1601655836266,-2.424,0.823,-0.396,-0.237,-0.078,0.95,Unknown
1601655836276,-2.591,0.274,-1.159,-0.234,-0.081,0.932,Unknown
1601655836286,-2.195,0.015,-1.204,-0.231,-0.082,0.93,Unknown
1601655836297,-2.226,-0.93,-1.25,-0.221,-0.083,0.932,Unknown
1601655836307,-2.119,-0.259,-0.579,-0.214,-0.094,0.933,Unknown
1601655836316,-0.412,2.104,-0.03,-0.22,-0.093,0.926,Unknown
1601655836326,-0.122,0.869,-0.122,-0.228,-0.094,0.931,Unknown
1601655836336,-0.107,-2.088,-0.991,-0.231,-0.092,0.942,Unknown
1601655836346,-0.762,-3.095,-1.189,-0.22,-0.093,0.947,Unknown
1601655836355,-0.945,-2.088,-0.412,-0.219,-0.092,0.949,Unknown
1601655836366,-0.259,-0.183,0.473,-0.223,-0.093,0.948,Unknown
1601655836376,0.488,1.57,0.777,-0.23,-0.088,0.953,Unknown
1601655836386,0.442,0.899,0.137,-0.232,-0.09,0.957,Unknown
1601655836396,-0.701,-0.686,-0.595,-0.221,-0.098,0.964,Unknown
1601655836405,-1.204,-0.091,-0.732,-0.222,-0.105,0.954,Unknown
1601655836415,-1.174,-0.625,-0.076,-0.223,-0.104,0.954,Unknown
1601655836426,-1.25,0.442,1.189,-0.214,-0.098,0.958,Unknown
1601655836436,-0.808,3.445,2.18,-0.213,-0.096,0.943,Unknown
1601655836445,0.122,3.14,2.134,-0.238,-0.085,0.934,Unknown
1601655836455,-0.823,-1.357,0.732,-0.231,-0.079,0.949,Unknown
1601655836465,-1.875,-2.088,-0.213,-0.209,-0.083,0.944,Unknown
1601655836475,-1.082,-0.96,0.03,-0.213,-0.082,0.935,Unknown
1601655836486,-0.29,-0.412,0.579,-0.218,-0.077,0.946,Unknown
1601655836494,0.244,-0.061,0.259,-0.228,-0.08,0.95,Unknown
1601655836505,-0.564,-1.174,0.046,-0.224,-0.089,0.952,Unknown
1601655836515,-0.777,-0.64,0.396,-0.226,-0.09,0.953,Unknown
1601655836525,-0.945,0.107,0.716,-0.238,-0.082,0.95,Unknown
1601655836535,-1.418,0.274,0.655,-0.24,-0.079,0.945,Unknown
1601655836544,-1.037,1.021,0.549,-0.234,-0.08,0.942,Unknown
1601655836554,-0.351,0.976,0.168,-0.234,-0.08,0.942,Unknown
1601655836565,-0.091,0.198,-0.473,-0.229,-0.085,0.952,Unknown
1601655836575,-0.549,-0.168,-0.625,-0.22,-0.093,0.955,Unknown
1601655836584,-1.357,0.091,-0.259,-0.212,-0.101,0.953,Unknown
1601655836594,-1.692,0.747,0.366,-0.216,-0.1,0.952,Unknown
1601655836604,-1.753,1.402,0.854,-0.225,-0.096,0.952,Unknown
1601655836615,-1.494,0.305,0.579,-0.233,-0.086,0.95,Unknown
1601655836625,-1.905,-0.442,0.351,-0.221,-0.086,0.947,Unknown
1601655836634,-1.296,0.61,0.351,-0.21,-0.087,0.937,Unknown
1601655836644,-0.213,1.738,0.884,-0.206,-0.087,0.927,Unknown
1601655836654,0.579,1.463,1.021,-0.209,-0.088,0.927,Unknown
1601655836664,0.976,0.351,0.625,-0.21,-0.095,0.933,Unknown
1601655836673,0.747,-1.006,0.595,-0.211,-0.095,0.939,Unknown
1601655836683,-0.061,-1.235,1.082,-0.212,-0.093,0.937,Unknown
1601655836694,0.671,-0.076,1.585,-0.223,-0.084,0.937,Unknown
1601655836704,1.25,0.823,1.875,-0.23,-0.076,0.941,Unknown
1601655836714,1.631,1.509,1.829,-0.233,-0.075,0.957,Unknown
1601655836723,1.174,1.86,1.753,-0.239,-0.079,0.971,Unknown
1601655836733,0.625,2.256,1.265,-0.244,-0.084,0.977,Unknown
1601655836743,0.381,2.363,0.168,-0.249,-0.083,0.971,Unknown
1601655836754,0.122,0.137,-1.311,-0.25,-0.083,0.975,Unknown
1601655836762,-1.372,-1.723,-1.86,-0.232,-0.09,0.978,Unknown
1601655836773,-1.692,-0.351,-1.372,-0.223,-0.096,0.954,Unknown
1601655836783,-0.899,0.747,-1.037,-0.219,-0.094,0.939,Unknown
1601655836793,-0.457,0.899,-0.732,-0.21,-0.097,0.935,Unknown
1601655836804,0.076,1.982,0.107,-0.202,-0.103,0.927,Unknown
1601655836812,1.204,3.537,1.174,-0.198,-0.104,0.922,Unknown
1601655836823,1.768,3.643,1.799,-0.205,-0.103,0.916,Unknown
1601655836833,1.601,1.738,1.799,-0.206,-0.102,0.918,Unknown
1601655836843,1.921,0.991,1.921,-0.211,-0.095,0.926,Unknown
1601655836852,2.363,1.326,2.21,-0.221,-0.091,0.932,Unknown
1601655836862,2.82,1.052,2.104,-0.229,-0.087,0.946,Unknown
1601655836872,2.47,-0.015,1.921,-0.232,-0.087,0.968,Unknown
1601655836883,1.54,-1.067,1.463,-0.238,-0.089,0.982,Unknown
1601655836893,0.091,-1.845,1.021,-0.237,-0.09,0.989,Unknown
1601655836902,-1.265,-1.677,1.006,-0.229,-0.09,0.99,Unknown
1601655836912,-1.052,-0.198,1.265,-0.234,-0.086,0.98,Unknown
1601655836922,-1.509,0.168,1.57,-0.234,-0.082,0.975,Unknown
1601655836932,-2.058,1.479,2.226,-0.232,-0.08,0.96,Unknown
1601655836941,-1.265,3.369,2.165,-0.242,-0.069,0.94,Unknown
1601655836951,-1.296,3.598,1.921,-0.241,-0.061,0.933,Unknown
1601655836962,-1.494,3.994,1.601,-0.235,-0.065,0.916,Unknown
1601655836972,-0.716,3.064,0.976,-0.24,-0.065,0.901,Unknown
1601655836982,-0.366,0.427,0.229,-0.234,-0.062,0.909,Unknown
1601655836991,-0.351,-0.854,-0.244,-0.229,-0.066,0.909,Unknown
1601655837001,0.32,-1.235,-0.091,-0.232,-0.07,0.908,Unknown
1601655837012,1.57,-0.473,-0.015,-0.236,-0.07,0.919,Unknown
1601655837022,2.576,-0.366,-0.396,-0.239,-0.075,0.931,Unknown
1601655837031,2.698,0.0,-0.777,-0.237,-0.088,0.944,Unknown
1601655837041,2.957,0.412,-0.854,-0.237,-0.097,0.955,Unknown
1601655837051,3.308,-0.015,-1.204,-0.232,-0.097,0.969,Unknown
1601655837061,2.927,-0.564,-1.326,-0.219,-0.103,0.979,Unknown
1601655837072,1.738,0.29,-0.61,-0.206,-0.111,0.976,Unknown
1601655837080,1.448,1.951,0.351,-0.208,-0.112,0.971,Unknown
1601655837091,1.753,2.5,0.793,-0.22,-0.106,0.968,Unknown
1601655837101,0.595,0.579,0.595,-0.227,-0.098,0.973,Unknown
1601655837111,-1.86,-2.912,0.03,-0.225,-0.098,0.971,Unknown
1601655837120,-3.735,-4.588,-0.046,-0.213,-0.094,0.969,Unknown
1601655837130,-3.338,-1.692,0.534,-0.212,-0.089,0.94,Unknown
1601655837140,-1.22,0.091,1.433,-0.22,-0.078,0.926,Unknown
1601655837151,0.0,1.067,1.829,-0.222,-0.077,0.938,Unknown
1601655837161,0.579,2.18,1.509,-0.231,-0.079,0.943,Unknown
1601655837170,0.137,1.128,1.128,-0.231,-0.075,0.947,Unknown
1601655837180,-0.762,0.366,0.976,-0.232,-0.072,0.934,Unknown
1601655837190,0.046,0.335,0.625,-0.244,-0.063,0.922,Unknown
1601655837200,0.061,-0.838,1.067,-0.241,-0.06,0.937,Unknown
1601655837209,-0.168,-0.412,1.265,-0.238,-0.064,0.946,Unknown
1601655837220,0.381,1.723,1.037,-0.241,-0.068,0.943,Unknown
1601655837230,0.442,1.494,0.549,-0.238,-0.071,0.95,Unknown
1601655837240,0.259,0.701,-0.351,-0.237,-0.073,0.949,Unknown
1601655837250,0.107,-1.174,-1.113,-0.232,-0.08,0.946,Unknown
1601655837259,-0.046,-1.448,-0.854,-0.21,-0.087,0.952,Unknown
1601655837269,1.28,1.57,-0.061,-0.227,-0.087,0.946,Unknown
1601655837280,1.113,0.503,-0.03,-0.242,-0.077,0.955,Unknown
1601655837290,-1.448,-2.53,-0.488,-0.23,-0.081,0.963,Unknown
1601655837299,-1.677,-2.149,-0.869,-0.221,-0.089,0.95,Unknown
1601655837309,-0.335,-0.64,-0.64,-0.225,-0.086,0.948,Unknown
1601655837319,0.564,-0.899,-0.793,-0.228,-0.081,0.964,Unknown
1601655837329,-0.244,-1.204,-0.732,-0.212,-0.091,0.971,Unknown
1601655837340,-0.412,1.098,0.03,-0.206,-0.097,0.96,Unknown
1601655837348,0.122,1.753,0.274,-0.217,-0.09,0.956,Unknown
1601655837359,-1.326,-0.396,0.198,-0.218,-0.084,0.962,Unknown
1601655837369,-2.271,0.061,0.655,-0.213,-0.085,0.948,Unknown
1601655837379,-1.128,2.79,1.753,-0.22,-0.08,0.942,Unknown
1601655837388,0.412,3.064,1.418,-0.249,-0.069,0.941,Unknown
1601655837398,-1.235,-1.601,-0.091,-0.241,-0.068,0.955,Unknown
1601655837408,-2.79,-1.905,-0.64,-0.215,-0.082,0.946,Unknown
1601655837419,-1.311,0.442,-0.137,-0.224,-0.08,0.933,Unknown
1601655837429,-0.64,0.488,0.412,-0.237,-0.074,0.942,Unknown
1601655837438,-0.655,0.61,0.107,-0.241,-0.08,0.939,Unknown
1601655837448,-0.716,-0.366,-0.351,-0.233,-0.088,0.941,Unknown
1601655837458,-0.625,-0.61,-0.107,-0.227,-0.089,0.951,Unknown
1601655837469,-0.29,0.122,-0.061,-0.237,-0.083,0.951,Unknown
1601655837477,-0.534,-0.396,-0.396,-0.235,-0.076,0.947,Unknown
1601655837488,-0.595,-0.793,-0.777,-0.226,-0.077,0.947,Unknown
1601655837498,-0.244,0.381,-0.488,-0.224,-0.08,0.945,Unknown
1601655837508,-0.183,0.198,-0.503,-0.24,-0.075,0.941,Unknown
1601655837518,-1.204,-2.256,-1.052,-0.227,-0.079,0.948,Unknown
1601655837527,-1.524,-1.402,-0.838,-0.206,-0.091,0.944,Unknown
1601655837537,0.091,1.021,-0.076,-0.216,-0.091,0.935,Unknown
1601655837548,0.823,1.509,0.412,-0.225,-0.089,0.943,Unknown
1601655837558,0.808,1.418,0.595,-0.228,-0.09,0.944,Unknown
1601655837568,0.412,-0.747,0.168,-0.232,-0.086,0.938,Unknown
1601655837577,-0.122,-1.951,-0.091,-0.221,-0.082,0.942,Unknown
1601655837587,0.793,-0.198,0.015,-0.232,-0.072,0.937,Unknown
1601655837597,0.534,-1.037,0.061,-0.233,-0.066,0.942,Unknown
1601655837608,0.625,-0.945,-0.473,-0.224,-0.072,0.94,Unknown
1601655837617,1.524,-1.311,-1.082,-0.223,-0.076,0.943,Unknown
1601655837627,1.326,-1.692,-1.037,-0.214,-0.078,0.962,Unknown
1601655837637,1.433,0.777,-0.412,-0.214,-0.078,0.954,left curl
1601655837647,1.768,2.332,0.198,-0.222,-0.079,0.948,left curl
1601655837658,2.454,1.936,-0.091,-0.235,-0.075,0.96,left curl
1601655837666,1.326,0.412,-0.869,-0.234,-0.077,0.968,left curl
1601655837677,0.305,-0.518,-1.509,-0.226,-0.079,0.965,left curl
1601655837687,-0.534,-1.89,-1.814,-0.226,-0.077,0.969,left curl
1601655837697,-2.088,-2.027,-1.723,-0.225,-0.084,0.97,left curl
1601655837706,-2.302,-1.418,-1.768,-0.23,-0.085,0.965,left curl
1601655837716,-2.546,-1.784,-1.997,-0.23,-0.085,0.969,left curl
1601655837726,-2.759,-0.991,-2.18,-0.228,-0.086,0.956,left curl
1601655837737,-1.966,-1.25,-2.546,-0.234,-0.086,0.949,left curl
1601655837747,-2.21,-1.875,-2.409,-0.225,-0.09,0.964,left curl
1601655837756,-2.652,0.061,-1.86,-0.222,-0.095,0.961,left curl
1601655837766,-2.53,0.595,-1.265,-0.229,-0.083,0.951,left curl
1601655837776,-3.841,-1.128,-1.174,-0.229,-0.079,0.951,left curl
1601655837786,-4.573,-1.494,-1.494,-0.222,-0.083,0.939,left curl
1601655837795,-3.43,-0.549,-1.037,-0.219,-0.081,0.934,left curl
1601655837805,-2.942,1.037,-0.152,-0.221,-0.08,0.934,left curl
1601655837816,-2.485,1.951,-0.015,-0.219,-0.081,0.933,left curl
1601655837826,-2.317,0.366,-0.412,-0.223,-0.079,0.933,left curl
1601655837836,-3.308,-1.921,-1.082,-0.218,-0.087,0.93,left curl
1601655837845,-2.668,-1.463,-0.808,-0.207,-0.092,0.919,left curl
1601655837855,-0.488,-0.244,0.015,-0.224,-0.081,0.911,left curl
1601655837866,0.625,-0.366,0.152,-0.228,-0.079,0.929,left curl
1601655837876,0.838,0.701,0.213,-0.224,-0.084,0.942,left curl
1601655837885,0.838,1.296,0.198,-0.229,-0.083,0.947,left curl
1601655837895,-0.107,-0.457,-0.655,-0.23,-0.084,0.95,left curl
1601655837905,-0.793,-0.884,-1.57,-0.221,-0.09,0.953,left curl
1601655837915,-0.686,-0.412,-1.479,-0.226,-0.089,0.96,left curl
1601655837926,-2.058,-2.317,-1.143,-0.219,-0.094,0.968,left curl
1601655837934,-1.784,0.0,-0.335,-0.21,-0.101,0.965,left curl
1601655837945,-0.96,3.186,1.113,-0.217,-0.099,0.971,left curl
